year,month,monthly_anomaly,monthly_unc,annual_anomaly,annual_unc,five_yr_anomaly,five_yr_unc,ten_yr_anomaly,ten_yr_unc,twenty_yr_anomaly,twenty_yr_unc,absolute_temp_C,absolute_temp_K
1970,4,0.236,0.124,0.146,0.03,-0.064,0.016,-0.021,0.008,0.005,0.009,8.736,281.88599999999997
1970,5,-0.137,0.105,0.116,0.028,-0.07,0.015,-0.016,0.009,0.009,0.008,8.706,281.856
1970,6,0.001,0.064,0.057,0.025,-0.073,0.015,-0.014,0.011,0.01,0.009,8.647,281.79699999999997
1970,7,0.041,0.068,0.07,0.022,-0.061,0.015,-0.011,0.01,0.012,0.009,8.66,281.81
1970,8,-0.214,0.117,-0.004,0.026,-0.05,0.016,-0.014,0.01,0.014,0.009,8.586,281.736
1970,9,0.179,0.117,-0.027,0.02,-0.054,0.018,-0.01,0.011,0.015,0.009,8.563,281.71299999999997
1970,10,0.128,0.077,-0.048,0.018,-0.046,0.017,-0.011,0.011,0.015,0.009,8.542,281.69199999999995
1970,11,-0.067,0.043,-0.048,0.027,-0.033,0.016,-0.01,0.01,0.019,0.009,8.542,281.69199999999995
1970,12,-0.159,0.025,-0.08,0.022,-0.023,0.016,-0.011,0.009,0.019,0.008,8.51,281.65999999999997
1971,1,0.35,0.048,-0.101,0.02,-0.014,0.016,-0.007,0.009,0.022,0.008,8.488999999999999,281.63899999999995
1971,2,-0.356,0.09,-0.083,0.02,-0.007,0.015,-0.009,0.009,0.024,0.008,8.507,281.657
1971,3,-0.305,0.073,-0.095,0.023,0.003,0.014,-0.017,0.009,0.027,0.009,8.495,281.645
1971,4,-0.023,0.084,-0.095,0.023,0.006,0.012,-0.016,0.008,0.028,0.009,8.495,281.645
1971,5,-0.134,0.081,-0.075,0.023,0.012,0.011,-0.018,0.009,0.028,0.009,8.515,281.66499999999996
1971,6,-0.389,0.106,-0.044,0.023,0.022,0.01,-0.021,0.008,0.029,0.009,8.546,281.69599999999997
1971,7,-0.208,0.071,-0.135,0.024,0.028,0.009,-0.024,0.008,0.031,0.008,8.455,281.60499999999996
1971,8,0.008,0.119,-0.16,0.024,0.03,0.009,-0.026,0.009,0.034,0.008,8.43,281.58
1971,9,0.034,0.108,-0.143,0.024,0.033,0.009,-0.028,0.009,0.034,0.009,8.447,281.597
1971,10,0.126,0.123,-0.142,0.027,0.029,0.008,-0.033,0.009,0.034,0.008,8.448,281.59799999999996
1971,11,0.175,0.041,-0.146,0.03,0.027,0.008,-0.035,0.009,0.035,0.009,8.443999999999999,281.594
1971,12,0.209,0.07,-0.114,0.021,0.026,0.009,-0.032,0.009,0.04,0.009,8.475999999999999,281.626
1972,1,-0.742,0.097,-0.107,0.019,0.027,0.007,-0.033,0.009,0.038,0.009,8.483,281.633
1972,2,-0.658,0.062,-0.082,0.019,0.031,0.009,-0.028,0.009,0.037,0.009,8.508,281.65799999999996
1972,3,-0.103,0.114,-0.101,0.02,0.027,0.009,-0.026,0.008,0.034,0.009,8.488999999999999,281.63899999999995
1972,4,-0.007,0.077,-0.106,0.019,0.021,0.011,-0.022,0.008,0.034,0.009,8.484,281.63399999999996
1972,5,-0.176,0.107,-0.146,0.021,0.012,0.011,-0.02,0.008,0.035,0.009,8.443999999999999,281.594
1972,6,-0.012,0.087,-0.153,0.024,0.002,0.011,-0.014,0.008,0.035,0.009,8.437,281.587
1972,7,-0.126,0.104,-0.055,0.023,0.006,0.011,-0.011,0.008,0.037,0.009,8.535,281.685
1972,8,0.306,0.089,0.053,0.02,0.001,0.012,-0.008,0.009,0.037,0.009,8.643,281.793
1972,9,-0.184,0.122,0.106,0.022,0.008,0.01,-0.009,0.009,0.038,0.008,8.696,281.846
1972,10,0.065,0.15,0.159,0.022,0.008,0.009,-0.014,0.01,0.037,0.008,8.749,281.899
1972,11,-0.316,0.063,0.21,0.02,0.018,0.01,-0.01,0.01,0.036,0.008,8.8,281.95
1972,12,0.129,0.029,0.239,0.021,0.018,0.01,-0.011,0.01,0.038,0.008,8.829,281.979
1973,1,0.431,0.054,0.257,0.022,0.018,0.011,-0.008,0.01,0.041,0.008,8.847,281.99699999999996
1973,2,0.642,0.056,0.232,0.02,0.015,0.012,-0.005,0.01,0.04,0.008,8.822,281.972
1973,3,0.536,0.079,0.252,0.018,0.013,0.013,-0.009,0.01,0.043,0.008,8.842,281.99199999999996
1973,4,0.623,0.138,0.276,0.016,0.012,0.012,-0.006,0.01,0.045,0.008,8.866,282.01599999999996
1973,5,0.437,0.06,0.314,0.017,0.01,0.013,-0.003,0.01,0.049,0.008,8.904,282.054
1973,6,0.337,0.077,0.321,0.015,0.014,0.013,-0.003,0.01,0.049,0.008,8.911,282.061
1973,7,0.093,0.099,0.258,0.017,0.013,0.013,0.001,0.011,0.049,0.008,8.847999999999999,281.998
1973,8,0.011,0.159,0.15,0.018,0.016,0.014,-0.0,0.011,0.049,0.008,8.74,281.89
1973,9,0.052,0.074,0.094,0.028,0.009,0.014,0.004,0.011,0.05,0.008,8.684,281.834
1973,10,0.354,0.093,0.043,0.044,0.008,0.013,0.004,0.011,0.048,0.008,8.633,281.78299999999996
1973,11,0.137,0.048,-0.006,0.048,0.004,0.014,0.008,0.011,0.049,0.008,8.584,281.734
1973,12,0.209,0.073,-0.042,0.048,0.004,0.014,0.013,0.01,0.05,0.008,8.548,281.698
1974,1,-0.322,0.085,-0.055,0.046,0.005,0.013,0.019,0.01,0.051,0.008,8.535,281.685
1974,2,-0.647,0.105,-0.043,0.046,-0.001,0.015,0.023,0.01,0.051,0.008,8.547,281.697
1974,3,-0.14,0.132,-0.075,0.046,-0.005,0.015,0.026,0.01,0.055,0.007,8.515,281.66499999999996
1974,4,0.011,0.124,-0.116,0.046,-0.019,0.015,0.026,0.01,0.058,0.007,8.474,281.62399999999997
1974,5,-0.156,0.066,-0.146,0.045,-0.029,0.015,0.024,0.011,0.062,0.007,8.443999999999999,281.594
1974,6,-0.096,0.083,-0.172,0.047,-0.031,0.015,0.024,0.011,0.062,0.007,8.418,281.568
1974,7,-0.057,0.078,-0.107,0.048,-0.02,0.015,0.023,0.012,0.062,0.007,8.483,281.633
1974,8,0.153,0.087,-0.036,0.047,-0.004,0.015,0.023,0.012,0.064,0.007,8.554,281.70399999999995
1974,9,-0.334,0.069,0.009,0.037,0.005,0.015,0.026,0.011,0.066,0.007,8.599,281.74899999999997
1974,10,-0.135,0.057,0.03,0.027,0.014,0.015,0.026,0.012,0.069,0.007,8.62,281.77
1974,11,-0.221,0.085,0.078,0.027,0.025,0.016,0.026,0.012,0.068,0.007,8.668,281.818
1974,12,-0.101,0.117,0.09,0.036,0.032,0.015,0.029,0.011,0.068,0.007,8.68,281.83
1975,1,0.454,0.061,0.095,0.043,0.039,0.015,0.031,0.011,0.069,0.007,8.685,281.835
1975,2,0.204,0.081,0.05,0.038,0.038,0.016,0.03,0.011,0.067,0.007,8.64,281.78999999999996
1975,3,0.404,0.125,0.082,0.045,0.038,0.017,0.031,0.011,0.069,0.007,8.672,281.822
1975,4,0.264,0.087,0.1,0.043,0.036,0.018,0.034,0.01,0.072,0.007,8.69,281.84
1975,5,0.413,0.092,0.104,0.037,0.049,0.018,0.039,0.01,0.073,0.007,8.693999999999999,281.844
1975,6,0.057,0.158,0.117,0.039,0.05,0.018,0.04,0.01,0.074,0.007,8.707,281.85699999999997
1975,7,-0.007,0.122,0.104,0.04,0.046,0.018,0.043,0.011,0.074,0.007,8.693999999999999,281.844
1975,8,-0.384,0.162,0.075,0.045,0.04,0.019,0.047,0.011,0.075,0.007,8.665,281.815
1975,9,0.05,0.097,-0.024,0.038,0.036,0.02,0.048,0.011,0.076,0.007,8.566,281.71599999999995
1975,10,0.083,0.048,-0.049,0.038,0.034,0.02,0.049,0.011,0.076,0.007,8.541,281.691
1975,11,-0.178,0.042,-0.116,0.039,0.027,0.021,0.055,0.011,0.077,0.007,8.474,281.62399999999997
1975,12,0.054,0.045,-0.155,0.026,0.017,0.02,0.06,0.011,0.077,0.007,8.435,281.585
1976,1,0.304,0.047,-0.167,0.02,0.016,0.02,0.067,0.011,0.081,0.007,8.423,281.573
1976,2,-0.139,0.115,-0.163,0.047,0.007,0.02,0.077,0.011,0.084,0.007,8.427,281.577
1976,3,-0.783,0.041,-0.181,0.044,0.005,0.02,0.087,0.011,0.086,0.007,8.409,281.55899999999997
1976,4,-0.043,0.057,-0.248,0.041,0.001,0.02,0.092,0.011,0.089,0.007,8.342,281.49199999999996
1976,5,-0.393,0.149,-0.268,0.043,0.004,0.019,0.095,0.011,0.09,0.006,8.322,281.472
1976,6,-0.402,0.106,-0.267,0.042,0.003,0.018,0.1,0.011,0.09,0.006,8.323,281.47299999999996
1976,7,-0.152,0.243,-0.298,0.042,0.01,0.019,0.105,0.011,0.089,0.006,8.292,281.44199999999995
1976,8,-0.338,0.23,-0.261,0.045,0.015,0.019,0.111,0.011,0.09,0.006,8.329,281.479
1976,9,-0.173,0.066,-0.16,0.045,0.02,0.019,0.112,0.011,0.089,0.007,8.43,281.58
1976,10,-0.717,0.108,-0.113,0.04,0.022,0.019,0.112,0.011,0.09,0.007,8.477,281.62699999999995
1976,11,-0.419,0.041,-0.042,0.045,0.021,0.02,0.112,0.011,0.09,0.007,8.548,281.698
1976,12,0.07,0.064,0.026,0.047,0.022,0.02,0.118,0.011,0.092,0.007,8.616,281.76599999999996
1977,1,-0.074,0.07,0.065,0.032,0.019,0.02,0.124,0.011,0.095,0.007,8.655,281.80499999999995
1977,2,0.307,0.094,0.116,0.028,0.016,0.02,0.13,0.011,0.1,0.007,8.706,281.856
1977,3,0.431,0.059,0.114,0.029,0.024,0.02,0.128,0.011,0.1,0.007,8.704,281.854
1977,4,0.519,0.06,0.17,0.036,0.032,0.02,0.129,0.011,0.1,0.007,8.76,281.90999999999997
1977,5,0.459,0.199,0.244,0.038,0.039,0.018,0.131,0.011,0.1,0.007,8.834,281.984
1977,6,0.419,0.071,0.252,0.035,0.057,0.018,0.129,0.01,0.103,0.006,8.842,281.99199999999996
1977,7,0.315,0.144,0.271,0.031,0.056,0.018,0.132,0.01,0.106,0.006,8.861,282.01099999999997
1977,8,0.272,0.114,0.27,0.033,0.06,0.018,0.129,0.01,0.107,0.006,8.86,282.01
1977,9,-0.194,0.064,0.26,0.033,0.054,0.017,0.13,0.011,0.109,0.006,8.85,282.0
1977,10,-0.048,0.084,0.257,0.032,0.059,0.018,0.13,0.011,0.108,0.007,8.847,281.99699999999996
1977,11,0.469,0.037,0.224,0.032,0.06,0.016,0.132,0.011,0.108,0.007,8.814,281.964
1977,12,0.167,0.11,0.166,0.032,0.061,0.015,0.137,0.011,0.111,0.007,8.756,281.90599999999995
1978,1,0.158,0.09,0.143,0.03,0.067,0.014,0.141,0.011,0.116,0.007,8.733,281.883
1978,2,0.285,0.059,0.074,0.022,0.079,0.018,0.141,0.012,0.117,0.006,8.664,281.81399999999996
1978,3,0.317,0.078,0.088,0.025,0.083,0.018,0.14,0.012,0.116,0.006,8.677999999999999,281.828
1978,4,0.481,0.039,0.101,0.019,0.086,0.017,0.138,0.012,0.118,0.007,8.691,281.84099999999995
1978,5,0.06,0.092,0.086,0.019,0.1,0.016,0.137,0.012,0.122,0.007,8.676,281.82599999999996
1978,6,-0.272,0.121,0.085,0.015,0.105,0.016,0.135,0.011,0.126,0.007,8.675,281.825
1978,7,0.032,0.102,0.081,0.018,0.121,0.015,0.134,0.012,0.129,0.007,8.671,281.82099999999997
1978,8,-0.554,0.063,0.029,0.015,0.137,0.015,0.138,0.012,0.134,0.007,8.619,281.769
1978,9,-0.028,0.061,0.014,0.014,0.165,0.015,0.143,0.012,0.139,0.007,8.604,281.75399999999996
1978,10,0.113,0.052,-0.015,0.02,0.176,0.016,0.142,0.011,0.141,0.008,8.575,281.72499999999997
1978,11,0.293,0.019,-0.036,0.015,0.185,0.015,0.146,0.011,0.143,0.008,8.554,281.70399999999995
1978,12,0.155,0.077,-0.018,0.02,0.197,0.015,0.147,0.01,0.148,0.007,8.572,281.722
1979,1,0.107,0.036,-0.043,0.024,0.206,0.014,0.153,0.011,0.152,0.008,8.547,281.697
1979,2,-0.344,0.077,0.001,0.022,0.223,0.012,0.157,0.01,0.157,0.008,8.591,281.741
1979,3,0.14,0.102,0.018,0.029,0.228,0.012,0.161,0.011,0.16,0.007,8.608,281.758
1979,4,0.138,0.095,0.036,0.031,0.242,0.013,0.162,0.011,0.161,0.007,8.626,281.77599999999995
1979,5,-0.193,0.145,0.029,0.035,0.252,0.013,0.169,0.011,0.161,0.007,8.619,281.769
1979,6,-0.063,0.114,0.097,0.039,0.267,0.013,0.169,0.011,0.161,0.008,8.687,281.837
1979,7,-0.263,0.094,0.12,0.038,0.268,0.013,0.17,0.011,0.163,0.008,8.709999999999999,281.85999999999996
1979,8,-0.023,0.095,0.188,0.036,0.264,0.012,0.17,0.01,0.164,0.007,8.778,281.928
1979,9,0.172,0.073,0.18,0.025,0.25,0.012,0.172,0.01,0.166,0.007,8.77,281.91999999999996
1979,10,0.334,0.088,0.217,0.02,0.244,0.012,0.175,0.011,0.168,0.007,8.807,281.957
1979,11,0.21,0.09,0.27,0.02,0.237,0.009,0.174,0.01,0.167,0.007,8.86,282.01
1979,12,0.967,0.05,0.283,0.015,0.227,0.008,0.172,0.01,0.168,0.007,8.873,282.02299999999997
1980,1,0.376,0.048,0.339,0.016,0.225,0.007,0.172,0.01,0.17,0.007,8.929,282.07899999999995
1980,2,0.478,0.061,0.368,0.024,0.219,0.007,0.166,0.011,0.17,0.007,8.958,282.108
1980,3,0.046,0.092,0.375,0.033,0.222,0.007,0.164,0.011,0.176,0.007,8.965,282.11499999999995
1980,4,0.58,0.117,0.372,0.037,0.223,0.007,0.164,0.01,0.179,0.007,8.962,282.11199999999997
1980,5,0.446,0.069,0.406,0.039,0.214,0.008,0.161,0.01,0.182,0.007,8.996,282.14599999999996
1980,6,0.094,0.118,0.359,0.041,0.224,0.009,0.162,0.009,0.184,0.007,8.949,282.099
1980,7,0.401,0.049,0.431,0.039,0.236,0.01,0.159,0.008,0.185,0.007,9.020999999999999,282.171
1980,8,0.332,0.133,0.462,0.041,0.242,0.011,0.164,0.009,0.187,0.007,9.052,282.202
1980,9,0.249,0.082,0.532,0.039,0.243,0.011,0.162,0.009,0.187,0.007,9.122,282.272
1980,10,0.308,0.06,0.532,0.038,0.241,0.011,0.163,0.01,0.189,0.008,9.122,282.272
1980,11,0.616,0.066,0.511,0.038,0.247,0.011,0.164,0.011,0.193,0.007,9.100999999999999,282.251
1980,12,0.404,0.076,0.527,0.038,0.252,0.012,0.165,0.011,0.197,0.007,9.116999999999999,282.267
1981,1,1.233,0.109,0.526,0.036,0.252,0.013,0.169,0.011,0.199,0.007,9.116,282.26599999999996
1981,2,0.848,0.098,0.555,0.038,0.269,0.014,0.177,0.011,0.204,0.007,9.145,282.29499999999996
1981,3,0.891,0.068,0.546,0.034,0.28,0.014,0.188,0.011,0.206,0.007,9.136,282.286
1981,4,0.582,0.079,0.532,0.032,0.282,0.014,0.193,0.011,0.211,0.007,9.122,282.272
1981,5,0.192,0.091,0.495,0.028,0.289,0.014,0.198,0.011,0.212,0.008,9.084999999999999,282.23499999999996
1981,6,0.288,0.115,0.539,0.025,0.29,0.015,0.201,0.011,0.218,0.008,9.129,282.279
1981,7,0.386,0.087,0.435,0.02,0.295,0.016,0.202,0.01,0.221,0.008,9.025,282.17499999999995
1981,8,0.683,0.105,0.374,0.019,0.299,0.017,0.206,0.01,0.223,0.008,8.964,282.114
1981,9,0.134,0.122,0.265,0.016,0.303,0.018,0.206,0.011,0.226,0.008,8.855,282.005
1981,10,0.137,0.042,0.228,0.019,0.302,0.02,0.213,0.011,0.227,0.008,8.818,281.96799999999996
1981,11,0.182,0.046,0.215,0.025,0.317,0.02,0.216,0.012,0.228,0.008,8.805,281.955
1981,12,0.927,0.05,0.175,0.028,0.316,0.022,0.217,0.012,0.23,0.008,8.765,281.91499999999996
1982,1,-0.016,0.05,0.161,0.029,0.322,0.022,0.223,0.013,0.237,0.008,8.751,281.90099999999995
1982,2,0.119,0.04,0.099,0.02,0.323,0.019,0.228,0.013,0.243,0.008,8.689,281.839
1982,3,-0.417,0.068,0.085,0.025,0.32,0.019,0.225,0.013,0.246,0.008,8.675,281.825
1982,4,0.14,0.089,0.075,0.028,0.317,0.021,0.223,0.012,0.247,0.008,8.665,281.815
1982,5,0.033,0.096,0.052,0.026,0.31,0.02,0.221,0.012,0.249,0.008,8.642,281.792
1982,6,-0.192,0.07,0.037,0.023,0.286,0.02,0.221,0.012,0.249,0.008,8.627,281.777
1982,7,0.214,0.125,0.112,0.023,0.288,0.02,0.223,0.012,0.249,0.008,8.702,281.852
1982,8,-0.06,0.087,0.157,0.029,0.271,0.022,0.221,0.013,0.247,0.008,8.747,281.897
1982,9,-0.028,0.075,0.224,0.032,0.273,0.022,0.226,0.013,0.246,0.009,8.814,281.964
1982,10,0.01,0.061,0.244,0.03,0.268,0.022,0.23,0.013,0.247,0.008,8.834,281.984
1982,11,-0.093,0.141,0.276,0.024,0.263,0.023,0.226,0.013,0.247,0.008,8.866,282.01599999999996
1982,12,0.75,0.103,0.293,0.031,0.263,0.021,0.232,0.014,0.249,0.009,8.883,282.03299999999996
1983,1,0.885,0.066,0.277,0.027,0.25,0.02,0.239,0.014,0.25,0.009,8.866999999999999,282.017
1983,2,0.659,0.101,0.319,0.036,0.248,0.021,0.238,0.014,0.25,0.009,8.909,282.05899999999997
1983,3,0.386,0.043,0.375,0.037,0.242,0.022,0.241,0.014,0.25,0.009,8.965,282.11499999999995
1983,4,0.386,0.044,0.397,0.038,0.239,0.023,0.243,0.014,0.249,0.009,8.987,282.137
1983,5,0.411,0.055,0.461,0.036,0.227,0.025,0.247,0.015,0.248,0.009,9.051,282.20099999999996
1983,6,0.009,0.121,0.42,0.04,0.225,0.025,0.254,0.015,0.247,0.009,9.01,282.15999999999997
1983,7,0.019,0.108,0.377,0.042,0.217,0.024,0.258,0.016,0.248,0.01,8.967,282.11699999999996
1983,8,0.45,0.124,0.314,0.037,0.217,0.024,0.268,0.015,0.248,0.01,8.904,282.054
1983,9,0.642,0.096,0.313,0.039,0.21,0.023,0.274,0.016,0.247,0.01,8.903,282.053
1983,10,0.274,0.088,0.29,0.049,0.21,0.024,0.279,0.016,0.248,0.009,8.879999999999999,282.03
1983,11,0.675,0.05,0.312,0.047,0.211,0.022,0.279,0.016,0.246,0.009,8.902,282.05199999999996
1983,12,0.255,0.065,0.302,0.051,0.206,0.022,0.284,0.016,0.247,0.009,8.892,282.042
1984,1,0.37,0.074,0.307,0.046,0.199,0.02,0.284,0.017,0.25,0.009,8.897,282.04699999999997
1984,2,-0.091,0.068,0.276,0.028,0.19,0.02,0.291,0.017,0.251,0.009,8.866,282.01599999999996
1984,3,0.376,0.091,0.22,0.028,0.184,0.022,0.294,0.017,0.254,0.009,8.81,281.96
1984,4,0.105,0.14,0.21,0.036,0.184,0.023,0.296,0.017,0.257,0.009,8.8,281.95
1984,5,0.678,0.081,0.134,0.033,0.179,0.024,0.297,0.017,0.259,0.008,8.724,281.87399999999997
1984,6,-0.113,0.143,0.076,0.028,0.167,0.025,0.298,0.016,0.262,0.008,8.666,281.816
1984,7,0.079,0.081,0.084,0.025,0.177,0.025,0.302,0.016,0.264,0.008,8.674,281.82399999999996
1984,8,0.08,0.145,0.05,0.028,0.192,0.024,0.305,0.016,0.264,0.008,8.64,281.78999999999996
1984,9,-0.032,0.041,0.03,0.027,0.199,0.025,0.307,0.015,0.267,0.008,8.62,281.77
1984,10,0.158,0.15,0.047,0.015,0.201,0.023,0.309,0.015,0.271,0.008,8.637,281.787
1984,11,-0.241,0.031,-0.001,0.019,0.204,0.023,0.308,0.015,0.275,0.008,8.589,281.739
1984,12,-0.442,0.067,0.018,0.011,0.215,0.022,0.307,0.015,0.278,0.008,8.608,281.758
1985,1,0.461,0.055,-0.019,0.02,0.221,0.021,0.31,0.015,0.28,0.008,8.571,281.721
1985,2,-0.499,0.096,-0.009,0.012,0.223,0.021,0.31,0.016,0.286,0.008,8.581,281.731
1985,3,0.145,0.086,-0.017,0.013,0.23,0.02,0.322,0.017,0.287,0.008,8.573,281.72299999999996
1985,4,0.301,0.059,-0.018,0.014,0.237,0.02,0.324,0.017,0.289,0.008,8.572,281.722
1985,5,0.102,0.075,-0.005,0.024,0.239,0.02,0.325,0.017,0.288,0.009,8.584999999999999,281.73499999999996
1985,6,0.121,0.196,0.052,0.028,0.241,0.021,0.328,0.017,0.291,0.009,8.642,281.792
1985,7,-0.367,0.17,0.078,0.028,0.242,0.021,0.328,0.017,0.294,0.009,8.668,281.818
1985,8,0.201,0.053,0.189,0.023,0.235,0.021,0.328,0.018,0.299,0.009,8.779,281.929
1985,9,-0.123,0.098,0.219,0.017,0.239,0.021,0.327,0.018,0.301,0.009,8.809,281.959
1985,10,0.136,0.189,0.24,0.021,0.244,0.02,0.33,0.018,0.304,0.009,8.83,281.97999999999996
1985,11,-0.079,0.162,0.255,0.017,0.247,0.02,0.332,0.018,0.308,0.009,8.845,281.995
1985,12,0.236,0.078,0.241,0.024,0.257,0.02,0.335,0.017,0.31,0.009,8.831,281.981
1986,1,0.784,0.109,0.269,0.029,0.264,0.02,0.331,0.017,0.31,0.009,8.859,282.00899999999996
1986,2,0.831,0.04,0.263,0.032,0.267,0.018,0.331,0.017,0.314,0.009,8.853,282.003
1986,3,0.507,0.098,0.255,0.031,0.268,0.019,0.326,0.017,0.319,0.009,8.845,281.995
1986,4,0.55,0.04,0.255,0.028,0.276,0.021,0.329,0.017,0.32,0.009,8.845,281.995
1986,5,0.285,0.091,0.253,0.023,0.269,0.021,0.33,0.016,0.323,0.009,8.843,281.993
1986,6,-0.05,0.101,0.25,0.028,0.278,0.02,0.335,0.016,0.326,0.009,8.84,281.98999999999995
1986,7,-0.037,0.08,0.237,0.028,0.274,0.019,0.337,0.015,0.328,0.01,8.827,281.977
1986,8,0.13,0.079,0.25,0.029,0.283,0.019,0.335,0.015,0.333,0.01,8.84,281.98999999999995
1986,9,-0.213,0.099,0.208,0.029,0.285,0.018,0.34,0.016,0.335,0.01,8.798,281.948
1986,10,0.134,0.11,0.186,0.027,0.29,0.018,0.343,0.016,0.339,0.01,8.776,281.926
1986,11,-0.107,0.072,0.179,0.031,0.278,0.018,0.345,0.016,0.343,0.01,8.769,281.919
1986,12,0.205,0.082,0.222,0.029,0.28,0.018,0.341,0.016,0.345,0.01,8.812,281.962
1987,1,0.622,0.041,0.271,0.026,0.283,0.017,0.35,0.016,0.348,0.01,8.861,282.01099999999997
1987,2,0.988,0.054,0.265,0.02,0.287,0.015,0.355,0.016,0.349,0.011,8.855,282.005
1987,3,0.002,0.056,0.318,0.023,0.293,0.014,0.364,0.016,0.35,0.01,8.908,282.058
1987,4,0.283,0.06,0.341,0.026,0.3,0.014,0.365,0.016,0.351,0.01,8.931,282.08099999999996
1987,5,0.207,0.068,0.35,0.031,0.306,0.015,0.367,0.015,0.35,0.01,8.94,282.09
1987,6,0.462,0.104,0.409,0.033,0.328,0.015,0.369,0.015,0.351,0.011,8.999,282.149
1987,7,0.558,0.11,0.433,0.033,0.332,0.015,0.366,0.015,0.35,0.011,9.023,282.173
1987,8,0.05,0.082,0.372,0.032,0.349,0.016,0.366,0.015,0.351,0.011,8.962,282.11199999999997
1987,9,0.423,0.12,0.425,0.027,0.371,0.016,0.363,0.015,0.354,0.011,9.015,282.16499999999996
1987,10,0.419,0.089,0.46,0.027,0.38,0.017,0.364,0.015,0.358,0.011,9.05,282.2
1987,11,-0.001,0.067,0.488,0.03,0.388,0.017,0.363,0.015,0.36,0.011,9.078,282.22799999999995
1987,12,0.906,0.074,0.501,0.03,0.393,0.017,0.361,0.015,0.362,0.011,9.091,282.241
1988,1,0.913,0.056,0.491,0.033,0.406,0.018,0.359,0.015,0.365,0.011,9.081,282.231
1988,2,0.261,0.071,0.543,0.03,0.407,0.018,0.359,0.015,0.371,0.012,9.133,282.28299999999996
1988,3,0.632,0.077,0.563,0.027,0.412,0.017,0.361,0.015,0.373,0.012,9.153,282.303
1988,4,0.704,0.055,0.592,0.028,0.42,0.017,0.361,0.014,0.375,0.012,9.182,282.332
1988,5,0.55,0.094,0.612,0.026,0.436,0.017,0.359,0.014,0.379,0.012,9.202,282.352
1988,6,0.618,0.095,0.602,0.021,0.445,0.017,0.36,0.014,0.384,0.012,9.192,282.342
1988,7,0.434,0.064,0.539,0.019,0.444,0.017,0.362,0.014,0.388,0.012,9.129,282.279
1988,8,0.671,0.125,0.555,0.019,0.445,0.017,0.358,0.014,0.395,0.012,9.145,282.29499999999996
1988,9,0.662,0.088,0.542,0.023,0.442,0.018,0.352,0.014,0.398,0.012,9.132,282.282
1988,10,0.775,0.106,0.517,0.026,0.449,0.017,0.353,0.014,0.4,0.012,9.107,282.25699999999995
1988,11,0.241,0.051,0.467,0.025,0.449,0.017,0.345,0.014,0.401,0.012,9.057,282.207
1988,12,0.779,0.076,0.415,0.028,0.464,0.017,0.347,0.014,0.405,0.012,9.004999999999999,282.155
1989,1,0.156,0.053,0.404,0.025,0.476,0.016,0.348,0.014,0.408,0.012,8.994,282.144
1989,2,0.457,0.036,0.373,0.024,0.481,0.016,0.346,0.013,0.416,0.012,8.963,282.113
1989,3,0.477,0.055,0.348,0.032,0.495,0.017,0.346,0.013,0.417,0.012,8.938,282.08799999999997
1989,4,0.401,0.106,0.33,0.034,0.503,0.017,0.352,0.013,0.418,0.012,8.92,282.07
1989,5,-0.044,0.111,0.321,0.034,0.511,0.017,0.349,0.013,0.42,0.012,8.911,282.061
1989,6,-0.006,0.086,0.329,0.036,0.516,0.017,0.356,0.012,0.423,0.012,8.919,282.06899999999996
1989,7,0.291,0.078,0.374,0.037,0.522,0.017,0.358,0.013,0.426,0.012,8.964,282.114
1989,8,0.307,0.217,0.38,0.037,0.518,0.017,0.359,0.013,0.428,0.012,8.97,282.12
1989,9,0.356,0.101,0.461,0.031,0.528,0.017,0.363,0.013,0.43,0.012,9.051,282.20099999999996
1989,10,0.559,0.095,0.5,0.032,0.528,0.017,0.368,0.012,0.432,0.012,9.09,282.23999999999995
1989,11,0.14,0.073,0.548,0.031,0.529,0.017,0.377,0.013,0.434,0.012,9.138,282.28799999999995
1989,12,0.872,0.104,0.584,0.032,0.523,0.016,0.385,0.013,0.434,0.012,9.174,282.32399999999996
1990,1,0.7,0.055,0.596,0.027,0.511,0.017,0.389,0.013,0.434,0.012,9.186,282.33599999999996
1990,2,0.524,0.085,0.592,0.029,0.509,0.018,0.406,0.013,0.436,0.012,9.182,282.332
1990,3,1.445,0.103,0.576,0.03,0.495,0.018,0.41,0.013,0.44,0.012,9.166,282.316
1990,4,0.873,0.063,0.583,0.029,0.491,0.018,0.414,0.013,0.442,0.012,9.173,282.323
1990,5,0.534,0.035,0.642,0.026,0.488,0.019,0.415,0.013,0.443,0.012,9.232,282.38199999999995
1990,6,0.422,0.082,0.637,0.027,0.48,0.018,0.42,0.013,0.445,0.012,9.227,282.37699999999995
1990,7,0.442,0.125,0.637,0.027,0.477,0.019,0.429,0.014,0.446,0.012,9.227,282.37699999999995
1990,8,0.256,0.06,0.67,0.025,0.483,0.018,0.434,0.013,0.447,0.013,9.26,282.40999999999997
1990,9,0.164,0.144,0.573,0.021,0.483,0.018,0.44,0.013,0.448,0.013,9.163,282.313
1990,10,0.646,0.088,0.581,0.019,0.478,0.018,0.446,0.013,0.448,0.013,9.171,282.32099999999997
1990,11,0.837,0.117,0.563,0.018,0.472,0.017,0.453,0.013,0.446,0.012,9.153,282.303
1990,12,0.823,0.088,0.597,0.017,0.463,0.017,0.455,0.013,0.446,0.012,9.187,282.337
